datetime;open;high;low;close
2026-07-04 23:00:00;161.38083;161.44062;161.29938;161.36976
2026-07-04 19:00:00;161.38297;161.44451;161.30035;161.38099
2026-07-04 15:00:00;161.38251;161.48473;161.20245;161.38658
2026-07-04 11:00:00;161.38298;161.44433;161.20534;161.3852
2026-07-04 07:00:00;161.37352;161.50409;161.1917;161.38495
2026-07-04 03:00:00;161.34842;161.41108;161.28008;161.37136
2026-07-03 23:00:00;161.15989;161.40102;161.15989;161.34675
2026-07-03 19:00:00;161.02292;161.16974;160.96683;161.16701
2026-07-03 15:00:00;161.16806;161.18336;160.60117;161.03173
2026-07-03 11:00:00;161.24652;161.27055;160.94481;161.15498
2026-07-03 07:00:00;161.12324;161.49972;161.04114;161.22581
2026-07-03 03:00:00;160.96305;161.17644;160.96305;161.12277
2026-07-02 23:00:00;160.92881;161.12967;160.76525;160.94222
2026-07-02 19:00:00;161.08598;161.63848;160.68874;160.95005
2026-07-02 15:00:00;162.424;162.44149;160.98168;161.07015
2026-07-02 11:00:00;162.57202;162.58127;162.37988;162.43321
2026-07-02 07:00:00;162.60795;162.61215;162.48636;162.5711
2026-07-02 03:00:00;162.44718;162.62053;162.43509;162.6076
2026-07-01 23:00:00;162.70431;162.7328;162.30689;162.45655
2026-07-01 19:00:00;162.66149;162.75855;162.66149;162.70408
2026-07-01 15:00:00;162.7143;162.76453;162.6161;162.6666
2026-07-01 11:00:00;162.68498;162.8446;162.60812;162.7092
2026-07-01 07:00:00;162.58723;162.76925;162.53387;162.68762
2026-07-01 03:00:00;162.65774;162.65774;162.55544;162.5857
2026-06-30 23:00:00;162.40053;162.67306;162.3238;162.66061
2026-06-30 19:00:00;162.33925;162.60044;162.24384;162.40419
2026-06-30 15:00:00;162.19646;162.41885;162.12511;162.34735
2026-06-30 11:00:00;162.14073;162.29584;162.06459;162.19896
2026-06-30 07:00:00;161.94729;162.31747;161.84716;162.13033
2026-06-30 03:00:00;161.94322;161.97982;161.91418;161.94455
2026-06-29 23:00:00;161.8971;161.97581;161.86907;161.94622
2026-06-29 19:00:00;161.85459;161.90471;161.82241;161.90065
2026-06-29 15:00:00;161.81555;161.86713;161.7805;161.85782
2026-06-29 11:00:00;161.76125;161.82002;161.73824;161.81741
2026-06-29 07:00:00;161.73738;161.81985;161.71748;161.76687
2026-06-29 03:00:00;161.751;162.09366;161.56258;161.75157
2026-06-28 23:00:00;161.747;161.78664;161.70313;161.75361
2026-06-28 19:00:00;161.75224;161.76017;161.7456;161.75048
2026-06-28 15:00:00;161.75116;161.76292;161.7472;161.75529
2026-06-28 11:00:00;161.751;161.7615;161.74723;161.75264
2026-06-28 07:00:00;161.7511;161.77846;161.7457;161.7499
2026-06-28 03:00:00;161.751;161.77044;161.74381;161.75055
2026-06-27 23:00:00;161.7517;161.77028;161.73858;161.75343
2026-06-27 19:00:00;161.75103;161.75857;161.74668;161.7552
2026-06-27 15:00:00;161.75102;161.76968;161.70867;161.75395
2026-06-27 11:00:00;161.75101;161.76492;161.72203;161.75269
2026-06-27 07:00:00;161.75381;161.76488;161.6835;161.74986
2026-06-27 03:00:00;161.76006;161.78675;161.70659;161.75395
2026-06-26 23:00:00;161.67365;161.77005;161.58712;161.76338
2026-06-26 19:00:00;161.60015;161.70554;161.54041;161.66346
2026-06-26 15:00:00;161.62969;161.74857;161.53792;161.60286
2026-06-26 11:00:00;161.82625;161.85427;161.57391;161.62677
2026-06-26 07:00:00;161.80706;161.84111;161.70344;161.82384
2026-06-26 03:00:00;161.75867;161.84386;161.73317;161.80653
2026-06-25 23:00:00;161.84576;161.85555;161.60219;161.76193
2026-06-25 19:00:00;161.82986;161.9891;161.78372;161.85075
2026-06-25 15:00:00;161.76633;161.90166;161.73532;161.82106
2026-06-25 11:00:00;161.73705;161.77862;161.58859;161.76478
2026-06-25 07:00:00;161.8119;161.81743;161.70425;161.73703
2026-06-25 03:00:00;161.75768;161.84583;161.74744;161.81499
2026-06-24 23:00:00;161.74341;161.81367;161.69008;161.76066
2026-06-24 19:00:00;161.74465;161.79235;161.63061;161.74775
2026-06-24 15:00:00;161.55707;161.75426;161.54113;161.74533
2026-06-24 11:00:00;161.62481;161.63454;161.53525;161.55923
2026-06-24 07:00:00;161.58135;161.63286;161.49775;161.62924
2026-06-24 03:00:00;161.5984;161.62504;161.51344;161.58459
2026-06-23 23:00:00;161.55796;161.60238;161.47259;161.60181
2026-06-23 19:00:00;161.44031;161.62029;161.34143;161.5624
2026-06-23 15:00:00;161.61351;161.73966;161.32181;161.44317
2026-06-23 11:00:00;161.60036;161.61771;161.5347;161.61625
2026-06-23 07:00:00;161.61113;161.63607;161.49958;161.5991
2026-06-23 03:00:00;161.55541;161.68995;161.38006;161.61051
2026-06-22 23:00:00;161.76715;162.00732;161.07385;161.55788
2026-06-22 19:00:00;161.78516;161.79222;161.6464;161.77222
2026-06-22 15:00:00;161.6726;161.79122;161.61965;161.78773
2026-06-22 11:00:00;161.51523;161.69404;161.44515;161.67124
2026-06-22 07:00:00;161.25598;161.56454;161.2332;161.51308
2026-06-22 03:00:00;161.25623;161.58909;161.08392;161.26628
2026-06-21 23:00:00;161.289;161.32775;161.24358;161.25866
2026-06-21 19:00:00;161.289;161.31356;161.2531;161.29256
2026-06-21 15:00:00;161.2915;161.30409;161.28156;161.29187
2026-06-21 11:00:00;161.2954;161.30905;161.27944;161.29323
