datetime;open;high;low;close
2026-07-05 01:05:00;161.33085;161.37554;161.33085;161.36976
2026-07-05 01:00:00;161.383;161.42567;161.301;161.30967
2026-07-05 00:55:00;161.383;161.39021;161.38065;161.3863
2026-07-05 00:50:00;161.38298;161.38892;161.38107;161.3866
2026-07-05 00:45:00;161.38279;161.3901;161.38051;161.38448
2026-07-05 00:40:00;161.3809;161.38972;161.3809;161.38157
2026-07-05 00:35:00;161.383;161.39025;161.37984;161.38056
2026-07-05 00:30:00;161.383;161.3892;161.3809;161.38663
2026-07-05 00:25:00;161.38297;161.39004;161.38057;161.38429
2026-07-05 00:20:00;161.38272;161.39;161.38148;161.38176
2026-07-05 00:15:00;161.38021;161.38919;161.38018;161.38572
2026-07-05 00:10:00;161.38298;161.38714;161.3791;161.38403
2026-07-05 00:05:00;161.38282;161.38985;161.38051;161.38414
2026-07-05 00:00:00;161.38226;161.39001;161.38108;161.3816
2026-07-04 23:55:00;161.3812;161.38908;161.37987;161.385
2026-07-04 23:50:00;161.38019;161.38787;161.37887;161.38481
2026-07-04 23:45:00;161.3824;161.38946;161.37897;161.3797
2026-07-04 23:40:00;161.3814;161.3898;161.38042;161.38118
2026-07-04 23:35:00;161.37887;161.38769;161.37875;161.38433
2026-07-04 23:30:00;161.37359;161.386;161.3717;161.38272
2026-07-04 23:25:00;161.33086;161.37788;161.33086;161.37513
2026-07-04 23:20:00;161.383;161.44062;161.29938;161.30861
2026-07-04 23:15:00;161.38298;161.39004;161.38144;161.38533
2026-07-04 23:10:00;161.38296;161.39;161.38057;161.38651
2026-07-04 23:05:00;161.38279;161.38917;161.38072;161.38474
2026-07-04 23:00:00;161.38083;161.39011;161.38054;161.3817
2026-07-04 22:55:00;161.383;161.3899;161.37993;161.38099
2026-07-04 22:50:00;161.383;161.39013;161.38059;161.38645
2026-07-04 22:45:00;161.38298;161.38898;161.38101;161.38497
2026-07-04 22:40:00;161.38277;161.39021;161.38064;161.38199
2026-07-04 22:35:00;161.38075;161.38886;161.38075;161.38504
2026-07-04 22:30:00;161.383;161.38892;161.37929;161.38425
2026-07-04 22:25:00;161.383;161.38869;161.38122;161.38518
2026-07-04 22:20:00;161.38297;161.39015;161.3806;161.38211
2026-07-04 22:15:00;161.38276;161.38942;161.38225;161.38543
2026-07-04 22:10:00;161.38097;161.39003;161.38055;161.38603
2026-07-04 22:05:00;161.38299;161.38836;161.37984;161.38016
2026-07-04 22:00:00;161.38293;161.39004;161.38057;161.38222
2026-07-04 21:55:00;161.38232;161.389;161.38232;161.38557
2026-07-04 21:50:00;161.37725;161.38961;161.37725;161.38549
2026-07-04 21:45:00;161.3301;161.38327;161.3301;161.38096
2026-07-04 21:40:00;161.383;161.44451;161.30035;161.3094
2026-07-04 21:35:00;161.38299;161.38899;161.38299;161.3858
2026-07-04 21:30:00;161.383;161.39022;161.38065;161.38599
2026-07-04 21:25:00;161.38292;161.38763;161.38199;161.38253
2026-07-04 21:20:00;161.38113;161.39007;161.38055;161.38241
2026-07-04 21:15:00;161.38299;161.38868;161.38041;161.38418
2026-07-04 21:10:00;161.38298;161.39015;161.38059;161.38584
2026-07-04 21:05:00;161.38299;161.3879;161.38233;161.38237
2026-07-04 21:00:00;161.38291;161.39024;161.38072;161.38264
2026-07-04 20:55:00;161.38073;161.3878;161.38073;161.38602
2026-07-04 20:50:00;161.38303;161.39004;161.38005;161.38356
2026-07-04 20:45:00;161.38299;161.38829;161.38228;161.38228
2026-07-04 20:40:00;161.38298;161.39025;161.38075;161.38282
2026-07-04 20:35:00;161.38299;161.38803;161.38239;161.38621
2026-07-04 20:30:00;161.38218;161.39001;161.38058;161.3855
2026-07-04 20:25:00;161.383;161.38805;161.37984;161.38568
2026-07-04 20:20:00;161.38299;161.39022;161.38066;161.383
2026-07-04 20:15:00;161.38298;161.38761;161.38207;161.38633
2026-07-04 20:10:00;161.38277;161.39015;161.38061;161.3853
2026-07-04 20:05:00;161.37485;161.38876;161.37485;161.38179
2026-07-04 20:00:00;161.38299;161.38985;161.36312;161.3815
2026-07-04 19:55:00;161.38283;161.3879;161.38177;161.38642
2026-07-04 19:50:00;161.38296;161.38965;161.37996;161.38497
2026-07-04 19:45:00;161.38296;161.38917;161.38191;161.38191
2026-07-04 19:40:00;161.38211;161.38999;161.38044;161.3866
2026-07-04 19:35:00;161.38299;161.38743;161.37987;161.38567
2026-07-04 19:30:00;161.38298;161.39025;161.38075;161.38492
2026-07-04 19:25:00;161.38299;161.38944;161.38186;161.38186
2026-07-04 19:20:00;161.38295;161.3901;161.38057;161.38646
2026-07-04 19:15:00;161.38184;161.38856;161.38125;161.38652
2026-07-04 19:10:00;161.38288;161.3902;161.37925;161.38358
2026-07-04 19:05:00;161.38299;161.38959;161.38153;161.38171
2026-07-04 19:00:00;161.38297;161.39019;161.38063;161.38628
2026-07-04 18:55:00;161.38295;161.38889;161.38106;161.38658
2026-07-04 18:50:00;161.38218;161.39;161.38035;161.38446
2026-07-04 18:45:00;161.38299;161.38929;161.37982;161.38636
2026-07-04 18:40:00;161.38297;161.39023;161.38072;161.38611
2026-07-04 18:35:00;161.38302;161.38917;161.38088;161.3866
2026-07-04 18:30:00;161.38275;161.39;161.3805;161.38431
2026-07-04 18:25:00;161.37441;161.38984;161.37441;161.38153
2026-07-04 18:20:00;161.38297;161.39024;161.36446;161.38066
2026-07-04 18:15:00;161.38296;161.38942;161.38075;161.3866
2026-07-04 18:10:00;161.38262;161.38978;161.38039;161.38412
