datetime;open;high;low;close
2026-07-04 00:00:00;62520.22;62548.11;62509.09;62531.12
2026-07-03 23:55:00;62535.99;62556;62511.07;62520.22
2026-07-03 23:50:00;62507.37;62544;62475.9;62536
2026-07-03 23:45:00;62642.35;62642.35;62506.64;62507.37
2026-07-03 23:40:00;62623.96;62644.31;62607.16;62642.35
2026-07-03 23:35:00;62599.65;62631.8;62597.9;62622.06
2026-07-03 23:30:00;62563.36;62612.24;62563.36;62599.66
2026-07-03 23:25:00;62570.83;62575.02;62506.1;62563.36
2026-07-03 23:20:00;62559.84;62616.9;62559.84;62570.83
2026-07-03 23:15:00;62499.36;62581.94;62492.06;62559.84
2026-07-03 23:10:00;62481.06;62512.32;62481.06;62499.36
2026-07-03 23:05:00;62503.99;62510.75;62468.56;62481.06
2026-07-03 23:00:00;62512.79;62542.14;62502.82;62505.81
2026-07-03 22:55:00;62529.83;62538.65;62508.61;62512.79
2026-07-03 22:50:00;62526.18;62547.48;62526.18;62529.82
2026-07-03 22:45:00;62556.36;62607.01;62512.26;62526.18
2026-07-03 22:40:00;62513.9;62556.37;62493.2;62556.37
2026-07-03 22:35:00;62526.56;62562;62506.01;62513.9
2026-07-03 22:30:00;62568.66;62572;62468.52;62526.31
2026-07-03 22:25:00;62593.74;62646.11;62565.69;62568.67
2026-07-03 22:20:00;62606.04;62622.56;62576.36;62593.74
2026-07-03 22:15:00;62568.13;62610.64;62558.95;62606.04
2026-07-03 22:10:00;62563.94;62584;62545.2;62568.12
2026-07-03 22:05:00;62595.99;62605.02;62519.16;62563.94
2026-07-03 22:00:00;62668.23;62685.48;62596.85;62597.13
2026-07-03 21:55:00;62729.49;62751.91;62668.38;62669.4
2026-07-03 21:50:00;62607.74;62761.13;62592.5;62729.46
2026-07-03 21:45:00;62543.48;62644.12;62543.47;62607.74
2026-07-03 21:40:00;62480.27;62565.92;62450;62543.47
2026-07-03 21:35:00;62487.54;62539.4;62470.8;62480.27
2026-07-03 21:30:00;62564.03;62568;62471.65;62487.54
2026-07-03 21:25:00;62591.43;62628.98;62538.05;62564.03
2026-07-03 21:20:00;62570.2;62645;62570.2;62591.43
2026-07-03 21:15:00;62688.69;62732.49;62559.7;62570.19
2026-07-03 21:10:00;62715.36;62899.99;62674.6;62690.32
2026-07-03 21:05:00;62738.64;62745.19;62656.44;62715.36
2026-07-03 21:00:00;62715.23;62780;62678;62738.16
2026-07-03 20:55:00;62747.14;62747.14;62630.05;62715.23
2026-07-03 20:50:00;62750;62769.04;62708.8;62747.15
2026-07-03 20:45:00;62645.93;62803.14;62616.4;62750
2026-07-03 20:40:00;62616.4;62670.77;62544.34;62645.94
2026-07-03 20:35:00;62618.02;62836;62591.98;62616.41
2026-07-03 20:30:00;62556.17;62625;62535;62618.02
2026-07-03 20:25:00;62545.56;62625.64;62538.78;62556.16
2026-07-03 20:20:00;62545.69;62594.81;62471.64;62545.57
2026-07-03 20:15:00;62375.12;62558.42;62330.24;62545.7
2026-07-03 20:10:00;62348.14;62387.94;62312.22;62375.13
2026-07-03 20:05:00;62159.93;62441.17;62139;62348.14
2026-07-03 20:00:00;62153.87;62176.5;62126.69;62158.84
2026-07-03 19:55:00;62180.21;62185.18;62135.92;62153.87
2026-07-03 19:50:00;62189.99;62202;62171.01;62180.21
2026-07-03 19:45:00;62172.82;62194.95;62140.77;62189.99
2026-07-03 19:40:00;62207.9;62216.72;62165.62;62171.81
2026-07-03 19:35:00;62156.2;62261.18;62131.09;62207.9
2026-07-03 19:30:00;62170.79;62191.99;62098.52;62156.2
2026-07-03 19:25:00;62157.62;62178.69;62105.53;62170.79
2026-07-03 19:20:00;62201.99;62209.76;62137.4;62157.62
2026-07-03 19:15:00;62129.6;62243.16;62129.6;62201.99
2026-07-03 19:10:00;62134.66;62162.54;62094;62127.28
2026-07-03 19:05:00;62147.99;62147.99;62083.88;62135.02
2026-07-03 19:00:00;62149.99;62197.52;62145.22;62147.98
2026-07-03 18:55:00;62153.02;62190;62142.08;62149.99
2026-07-03 18:50:00;62146.94;62165.94;62139.59;62153.01
2026-07-03 18:45:00;62169.01;62174.09;62136.52;62146.73
2026-07-03 18:40:00;62154.21;62184.99;62137.61;62169.01
2026-07-03 18:35:00;62148.24;62174.8;62128.25;62154.22
