datetime;open;high;low;close
2026-07-04 00:00:00;573.81;574.48;573.51;574.31
2026-07-03 23:55:00;574.02;574.08;573.78;573.81
2026-07-03 23:50:00;573.74;574.06;573.55;574.01
2026-07-03 23:45:00;574.61;574.63;573.74;573.75
2026-07-03 23:40:00;574.46;575.21;574.46;574.6
2026-07-03 23:35:00;573.97;574.47;573.9;574.46
2026-07-03 23:30:00;573.48;574.07;573.48;573.96
2026-07-03 23:25:00;573.74;573.79;573.3;573.48
2026-07-03 23:20:00;573.62;574.06;573.62;573.75
2026-07-03 23:15:00;573.42;574.13;573.28;573.63
2026-07-03 23:10:00;572.78;573.46;572.61;573.41
2026-07-03 23:05:00;573.39;573.42;572.66;572.77
2026-07-03 23:00:00;573.14;573.56;572.91;573.38
2026-07-03 22:55:00;572.87;573.32;572.77;573.14
2026-07-03 22:50:00;572.63;572.88;572.57;572.88
2026-07-03 22:45:00;573.06;573.06;572.34;572.62
2026-07-03 22:40:00;572.83;573.07;572.82;573.06
2026-07-03 22:35:00;572.97;573.14;572.82;572.83
2026-07-03 22:30:00;573.13;573.35;572.57;572.97
2026-07-03 22:25:00;572.95;573.38;572.95;573.13
2026-07-03 22:20:00;572.87;572.96;572.56;572.96
2026-07-03 22:15:00;572.84;573.08;572.58;572.86
2026-07-03 22:10:00;572.89;572.9;572.53;572.85
2026-07-03 22:05:00;573.48;573.49;572.87;572.89
2026-07-03 22:00:00;573.94;574.37;573.3;573.49
2026-07-03 21:55:00;574.2;574.4;573.9;573.94
2026-07-03 21:50:00;573.01;574.37;572.97;574.21
2026-07-03 21:45:00;572.46;573.29;572.42;573.01
2026-07-03 21:40:00;572.12;572.56;571.85;572.46
2026-07-03 21:35:00;572.13;572.46;571.92;572.12
2026-07-03 21:30:00;572.97;572.98;571.89;572.13
2026-07-03 21:25:00;573.31;573.48;572.88;572.98
2026-07-03 21:20:00;573.01;573.51;573;573.32
2026-07-03 21:15:00;573.76;574.06;572.82;573.01
2026-07-03 21:10:00;573.73;574.94;573.5;573.75
2026-07-03 21:05:00;574.03;574.03;573.28;573.74
2026-07-03 21:00:00;573.17;574.64;573.16;574.04
2026-07-03 20:55:00;573.32;573.33;572.63;573.17
2026-07-03 20:50:00;573.58;573.58;573;573.32
2026-07-03 20:45:00;573.04;573.92;572.63;573.59
2026-07-03 20:40:00;572.8;573.18;572.33;573.05
2026-07-03 20:35:00;572.35;574.73;572.29;572.8
2026-07-03 20:30:00;572.24;572.39;571.78;572.36
2026-07-03 20:25:00;571.61;572.7;571.61;572.23
2026-07-03 20:20:00;571.78;572.15;571.2;571.61
2026-07-03 20:15:00;570.77;572;570.31;571.79
2026-07-03 20:10:00;570.74;570.78;570.15;570.77
2026-07-03 20:05:00;569.77;571.39;569.51;570.73
2026-07-03 20:00:00;569.69;569.89;569.56;569.77
2026-07-03 19:55:00;570.06;570.06;569.69;569.69
2026-07-03 19:50:00;570.41;570.54;569.72;570.05
2026-07-03 19:45:00;570.83;570.83;570.04;570.41
2026-07-03 19:40:00;570.7;571.5;570.32;570.82
2026-07-03 19:35:00;570.25;571.18;569.6;570.71
2026-07-03 19:30:00;569.96;570.74;569.51;570.25
2026-07-03 19:25:00;569.75;569.96;569.49;569.96
2026-07-03 19:20:00;569.82;569.88;569.67;569.74
2026-07-03 19:15:00;568.6;569.88;568.6;569.81
2026-07-03 19:10:00;568.32;568.88;568.19;568.61
2026-07-03 19:05:00;568.17;568.32;567.7;568.32
2026-07-03 19:00:00;568.43;568.57;567.95;568.17
