datetime;open;high;low;close
2026-07-04 00:00:00;1757.5;1758.5;1757.08;1757.1
2026-07-03 23:55:00;1757.49;1758.51;1756.91;1757.25
2026-07-03 23:50:00;1756.79;1757.93;1756.31;1757.56
2026-07-03 23:45:00;1759.58;1760.46;1758.92;1758.92
2026-07-03 23:40:00;1759.98;1760.44;1759.07;1759.83
2026-07-03 23:35:00;1758.6;1759.83;1758.6;1759.53
2026-07-03 23:30:00;1758.44;1759.59;1758.4;1758.71
2026-07-03 23:25:00;1758.51;1758.51;1756.52;1757.61
2026-07-03 23:20:00;1759.25;1761.59;1758.61;1758.61
2026-07-03 23:15:00;1757.17;1760.2;1757.17;1758.93
2026-07-03 23:10:00;1756.23;1757.95;1755.64;1757.94
2026-07-03 23:05:00;1757.31;1757.91;1754.51;1755.8
2026-07-03 23:00:00;1756.73;1758.31;1756.73;1757.95
2026-07-03 22:55:00;1756.58;1757.2;1756.52;1757.2
2026-07-03 22:50:00;1756.52;1757.14;1756.27;1756.27
2026-07-03 22:45:00;1757.7;1759.04;1756.1;1756.87
2026-07-03 22:40:00;1755.45;1757.77;1755.17;1757.77
2026-07-03 22:35:00;1757.9;1757.9;1756.51;1756.51
2026-07-03 22:30:00;1760.2;1760.52;1757.03;1757.9
2026-07-03 22:25:00;1760.32;1760.52;1759.17;1759.51
2026-07-03 22:20:00;1758.85;1759.33;1757.87;1758.94
2026-07-03 22:15:00;1757.51;1758.77;1757.23;1758.77
2026-07-03 22:10:00;1757.6;1758.09;1755.82;1757.51
2026-07-03 22:05:00;1758.51;1758.72;1756.92;1757.72
2026-07-03 22:00:00;1762.47;1762.48;1758.93;1758.95
2026-07-03 21:55:00;1765;1765.96;1762.48;1762.7
2026-07-03 21:50:00;1759.84;1765;1759.2;1764.45
2026-07-03 21:45:00;1758.5;1761.53;1758.2;1759.85
2026-07-03 21:40:00;1757.14;1758.51;1755.58;1758.51
2026-07-03 21:35:00;1758.55;1760.19;1757.14;1757.26
2026-07-03 21:30:00;1761.65;1761.65;1758.18;1758.44
2026-07-03 21:25:00;1763.3;1763.37;1762.16;1762.6
2026-07-03 21:20:00;1763.25;1765.01;1762.86;1763.84
2026-07-03 21:15:00;1765.11;1766.49;1762.57;1762.82
2026-07-03 21:10:00;1765.94;1773;1764.52;1765.25
2026-07-03 21:05:00;1765.71;1766.6;1763.39;1766.5
2026-07-03 21:00:00;1765.3;1768.92;1763.86;1765.74
2026-07-03 20:55:00;1765.17;1766.28;1762.07;1765.25
2026-07-03 20:50:00;1766.88;1768.42;1765.5;1766.14
2026-07-03 20:45:00;1764.64;1771.4;1762.52;1767.74
2026-07-03 20:40:00;1760.99;1765.38;1758.51;1764.65
2026-07-03 20:35:00;1756.13;1772.81;1755.76;1761.1
2026-07-03 20:30:00;1753.28;1756.41;1751.66;1755.11
2026-07-03 20:25:00;1748.91;1756.44;1748.63;1753.14
2026-07-03 20:20:00;1750.08;1752.05;1747.54;1748.66
2026-07-03 20:15:00;1747.11;1750.5;1744.7;1749.99
2026-07-03 20:10:00;1747.9;1748.24;1745.69;1747.12
2026-07-03 20:05:00;1744.4;1750.12;1742.88;1747.98
2026-07-03 20:00:00;1744.16;1744.66;1743.41;1744.23
2026-07-03 19:55:00;1745.11;1745.8;1744.15;1744.17
2026-07-03 19:50:00;1746.49;1746.95;1745.19;1745.19
2026-07-03 19:45:00;1746.49;1746.76;1744.72;1746.76
2026-07-03 19:40:00;1748.6;1748.61;1747.2;1747.2
2026-07-03 19:35:00;1747.97;1752.42;1744.15;1748.6
2026-07-03 19:30:00;1746.15;1749.69;1744.8;1747.55
2026-07-03 19:25:00;1744.66;1746.49;1742.94;1745.86
2026-07-03 19:20:00;1744.22;1746.15;1743.21;1744.38
2026-07-03 19:15:00;1736.99;1745.93;1736.99;1744.35
2026-07-03 19:10:00;1738.37;1738.37;1737;1737.58
2026-07-03 19:05:00;1738.73;1738.73;1737.27;1738.01
2026-07-03 19:00:00;1738.36;1740.32;1738.33;1738.74
2026-07-03 18:55:00;1738.33;1740.06;1738.22;1738.35
2026-07-03 18:50:00;1737.84;1739.03;1737.84;1738.58
2026-07-03 18:45:00;1738.5;1739.65;1737.57;1737.57
2026-07-03 18:40:00;1737.38;1738.63;1737.38;1738.63
2026-07-03 18:35:00;1738.62;1738.78;1737.57;1737.61
2026-07-03 18:30:00;1737.36;1738.98;1737.36;1738.64
2026-07-03 18:25:00;1737.05;1737.54;1736.49;1737.54
2026-07-03 18:20:00;1736.98;1737.76;1736.36;1736.77
2026-07-03 18:15:00;1736.38;1737.3;1735.4;1736.37
2026-07-03 18:10:00;1736.59;1736.77;1735.61;1736.24
2026-07-03 18:05:00;1737.12;1737.31;1736.12;1736.32
2026-07-03 18:00:00;1737.6;1738.3;1736.48;1736.76
2026-07-03 17:55:00;1737.88;1739.07;1737.37;1737.37
2026-07-03 17:50:00;1738.14;1738.19;1737.2;1737.93
2026-07-03 17:45:00;1740.3;1741.4;1738.47;1738.47
2026-07-03 17:40:00;1737.56;1740.77;1736.47;1740.29
2026-07-03 17:35:00;1736.14;1738.66;1736.14;1737.71
2026-07-03 17:30:00;1735.48;1736;1734.76;1736
2026-07-03 17:25:00;1735.01;1736.05;1732.58;1735.92
2026-07-03 17:20:00;1735.91;1737.78;1735;1735
2026-07-03 17:15:00;1734.86;1735.7;1734.21;1735.25
2026-07-03 17:10:00;1735.43;1736.18;1734.28;1736.05
2026-07-03 17:05:00;1733.34;1736.47;1732.95;1735.44
2026-07-03 17:00:00;1733.1;1734.33;1732;1733.17
2026-07-03 16:55:00;1732.39;1734.22;1731.97;1733.1
2026-07-03 16:50:00;1731.1;1733.74;1730.46;1732.35
2026-07-03 16:45:00;1732.26;1732.34;1730.47;1730.94
2026-07-03 16:40:00;1731.53;1732.7;1731.53;1732.27
2026-07-03 16:35:00;1731.4;1732.44;1730.86;1731.53
2026-07-03 16:30:00;1733.13;1734.39;1729.31;1731.03
2026-07-03 16:25:00;1734.46;1734.46;1731.66;1733.25
2026-07-03 16:20:00;1729.67;1734.07;1729.45;1732.91
2026-07-03 16:15:00;1727.03;1729.7;1727.03;1729.48
2026-07-03 16:10:00;1730.58;1730.92;1726.45;1726.94
2026-07-03 16:05:00;1729.92;1731.62;1729.36;1730.55
2026-07-03 16:00:00;1729.79;1730.54;1728.05;1729.59
2026-07-03 15:55:00;1732.05;1732.05;1728.69;1729.64
2026-07-03 15:50:00;1730.84;1732.17;1730.46;1731.35
