datetime;open;high;low;close
2026-07-04 00:00:00;1757.5;1763.54;1743.38;1752.74
2026-07-03 20:00:00;1744.16;1773;1742.88;1757.25
2026-07-03 16:00:00;1729.79;1752.42;1726.45;1744.17
2026-07-03 12:00:00;1740.76;1751.24;1726.45;1729.64
2026-07-03 08:00:00;1715.74;1746.49;1713.87;1740.75
2026-07-03 04:00:00;1704.99;1719.96;1700.41;1715.48
2026-07-03 00:00:00;1698.39;1717.56;1692.4;1705
2026-07-02 20:00:00;1698.52;1705.73;1690.65;1698.39
2026-07-02 16:00:00;1695.47;1705;1685.25;1698.68
2026-07-02 12:00:00;1649.32;1722.93;1646.76;1695.29
2026-07-02 08:00:00;1614.51;1653.29;1614.1;1649.98
2026-07-02 04:00:00;1637.39;1638.18;1613.32;1614.95
2026-07-02 00:00:00;1607.39;1640.59;1596.38;1637.92
2026-07-01 20:00:00;1615.81;1642.2;1606.39;1607.38
2026-07-01 16:00:00;1618.29;1627.29;1605.68;1615.87
2026-07-01 12:00:00;1570.13;1629.59;1565.52;1618.07
2026-07-01 08:00:00;1577.52;1584.99;1567.47;1569.94
2026-07-01 04:00:00;1594.17;1601.79;1571.43;1577.75
2026-07-01 00:00:00;1572.06;1598.49;1552.47;1593.84
2026-06-30 20:00:00;1580.25;1582.74;1566.13;1572.32
2026-06-30 16:00:00;1565.02;1581.51;1561.95;1580.39
2026-06-30 12:00:00;1578.3;1578.3;1550.63;1565.01
2026-06-30 08:00:00;1592.31;1593.67;1575.85;1578.16
2026-06-30 04:00:00;1586.74;1595.93;1579.78;1592.01
2026-06-30 00:00:00;1612.48;1613.7;1586.17;1586.76
2026-06-29 20:00:00;1625.29;1626.23;1607.42;1612.48
2026-06-29 16:00:00;1579.64;1636.26;1573.5;1624.97
2026-06-29 12:00:00;1575.69;1597.29;1557.37;1579.77
2026-06-29 08:00:00;1580.16;1585.73;1570.19;1575.04
2026-06-29 04:00:00;1584.77;1588.86;1562.13;1580.21
2026-06-29 00:00:00;1572.12;1589.15;1550.99;1585.07
2026-06-28 20:00:00;1564.67;1582.16;1548.1;1572.1
2026-06-28 16:00:00;1580.97;1582.01;1556.67;1564.95
2026-06-28 12:00:00;1582.7;1588.8;1574.84;1580.44
2026-06-28 08:00:00;1576.1;1586.17;1572.24;1582.27
2026-06-28 04:00:00;1575.11;1577.65;1561.93;1575.79
2026-06-28 00:00:00;1574.1;1580.04;1569.07;1575.43
2026-06-27 20:00:00;1578.41;1585.04;1562.61;1573.85
2026-06-27 16:00:00;1605.45;1607.89;1573.58;1578.69
